"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1320","All retail businesses, excluding motor trades","%","5.9"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.6"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1340","Retail sale of food (4711,4721 to 4729)","%","1.7"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.7"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","1.3"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","7.4"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","10.5"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","23.5"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","5.1"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1411","Online or Mail Order","%","87.1"
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","201911","2019 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","45","Motor trades (45)","%","2.5"
"RSM07","Turnover generated by Online Sales","201912","2019 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","1.9"
"RSM07","Turnover generated by Online Sales","201912","2019 December","4719","Department stores (4719)","%","5"
"RSM07","Turnover generated by Online Sales","201912","2019 December","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","V3970","All retail businesses","%","4.1"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1320","All retail businesses, excluding motor trades","%","5.9"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.6"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1340","Retail sale of food (4711,4721 to 4729)","%","1.8"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.6"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","1.5"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","8.3"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","7.3"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","23.3"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.4"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1411","Online or Mail Order","%","87.5"
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","201912","2019 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","45","Motor trades (45)","%","1.3"
"RSM07","Turnover generated by Online Sales","202001","2020 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","1.8"
"RSM07","Turnover generated by Online Sales","202001","2020 January","4719","Department stores (4719)","%","4.5"
"RSM07","Turnover generated by Online Sales","202001","2020 January","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","V3970","All retail businesses","%","3.2"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1320","All retail businesses, excluding motor trades","%","4.1"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","4.6"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1340","Retail sale of food (4711,4721 to 4729)","%","1.7"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","7"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","1.1"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","6.4"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","10.3"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","6.8"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","13.4"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","3.4"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1411","Online or Mail Order","%","80.1"
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202001","2020 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","45","Motor trades (45)","%","1.8"
"RSM07","Turnover generated by Online Sales","202002","2020 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2"
"RSM07","Turnover generated by Online Sales","202002","2020 February","4719","Department stores (4719)","%","4.3"
"RSM07","Turnover generated by Online Sales","202002","2020 February","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","V3970","All retail businesses","%","3.5"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1320","All retail businesses, excluding motor trades","%","4.2"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","4.8"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1340","Retail sale of food (4711,4721 to 4729)","%","1.9"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","7.1"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","1.1"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","7.6"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","12.9"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","5.7"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","13.5"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","3.4"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1411","Online or Mail Order","%","79.8"
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202002","2020 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202003","2020 March","45","Motor trades (45)","%","0.9"
"RSM07","Turnover generated by Online Sales","202003","2020 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202003","2020 March","4719","Department stores (4719)","%","10.5"
"RSM07","Turnover generated by Online Sales","202003","2020 March","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202003","2020 March","4752","Retail sale of hardware, paints and glass (4752)","%",""
